report_id,raw_text,incident_type,victim_count,vulnerable_victim,medical_emergency,location_description,severity_hint
3fbbb66c-6766-4165-8d26-f38569d06032,Person injured after falling during flooding. Requires immediate medical attention.,MEDICAL,1,False,True,"05/616, Bath Path, Hapur 345771",HIGH
3cee8647-83d2-47c6-863b-b82bd7516d8a,Elderly patient trapped without access to regular medication.,MEDICAL,0,True,True,"10, Nagy Path, Belgaum 587544",HIGH
5b160af1-49c0-4d34-9b9b-027a8672e204,Family of two stranded on rooftop.,FLOOD,2,False,False,"76/16, Wadhwa Zila, Rajahmundry 779132",MEDIUM
516c93c9-6ce9-4144-83c7-ffa1aaa7ab9f,Water has entered the ground floor. one children are trapped.,FLOOD,1,True,False,"31, Doctor Circle, Firozabad-357930",HIGH
8284baba-1952-45ba-9413-e201831b8983,Fire broke out due to short circuit in the flooded basement.,FIRE,0,False,False,"H.No. 287, Rai Path, Adoni 391040",MEDIUM
3261b068-d793-4473-b31f-ed70f21ad115,Water has entered the ground floor. four children are trapped.,FLOOD,4,True,False,"H.No. 549, Dutta Ganj, Tadepalligudem 007446",HIGH
6e28234f-c554-49a5-a1e0-457a6e8dbe58,Person injured after falling during flooding. Requires immediate medical attention.,MEDICAL,1,False,True,"31/369, Goel Circle, Sangli-Miraj & Kupwad-320552",HIGH
bb921fa8-43d2-45a6-b323-68281f56973f,Family of two stranded on rooftop.,FLOOD,2,False,False,"H.No. 53, Dora Ganj, Navi Mumbai 549155",MEDIUM
f455442e-afe3-4d8c-883c-b9b5e64c27a5,Family of two stranded on rooftop.,FLOOD,2,False,False,"95/82, Prashad Marg, Serampore-394972",MEDIUM
38b86de0-ffae-43d6-be61-c283785628bd,4 people trapped inside a flooded house. One person is elderly.,FLOOD,4,True,False,"725, Gola Marg, Dewas-118383",HIGH
9084e846-d4d0-402c-858d-156edc424a42,Elderly patient trapped without access to regular medication.,MEDICAL,0,True,True,"H.No. 576, Buch, Tadepalligudem-058276",HIGH
2e5fc70f-4de6-4941-a49f-068f767bdbff,Person injured after falling during flooding. Requires immediate medical attention.,MEDICAL,1,False,True,"77/839, Kale, Tezpur-680491",HIGH
50622e77-a835-4d6c-85e8-c7b15a8f31f5,Person injured after falling during flooding. Requires immediate medical attention.,MEDICAL,1,False,True,"79, Rai Ganj, Hosur 439470",HIGH
2434dfe0-6bb2-431b-800e-1b24fd28de8a,Water has entered the ground floor. one children are trapped.,FLOOD,1,True,False,"H.No. 85, Golla Chowk, Aligarh 866231",HIGH
8e745880-e79c-441d-8564-531f60211cee,Water has entered the ground floor. four children are trapped.,FLOOD,4,True,False,"27/02, Sehgal Circle, Jalna 312474",HIGH
503e4eb1-aba3-4610-aed2-88e17811f620,Water has entered the ground floor. two children are trapped.,FLOOD,2,True,False,"H.No. 60, Basak Marg, Cuttack 478451",HIGH
9bb3cb06-37f2-4494-bb79-b0723e54bb69,Fire broke out due to short circuit in the flooded basement.,FIRE,0,False,False,"439, Kurian Road, Ramgarh 283676",MEDIUM
b3e8a3ae-81e5-4364-be4d-ad5faeb411ce,Person injured after falling during flooding. Requires immediate medical attention.,MEDICAL,1,False,True,"281, Ravel Circle, Hosur 805718",HIGH
6d064bd0-f373-4602-98a1-65c6e831b861,Person injured after falling during flooding. Requires immediate medical attention.,MEDICAL,1,False,True,"H.No. 76, Bath Nagar, Coimbatore 645491",HIGH
31e72652-65b3-4021-90c8-2f1c5bf6f07e,Person injured after falling during flooding. Requires immediate medical attention.,MEDICAL,1,False,True,"H.No. 403, Zachariah Zila, Shivpuri 481440",HIGH
bebe8d67-30a7-401a-ab4a-eb1576735d3c,Fire broke out due to short circuit in the flooded basement.,FIRE,0,False,False,"H.No. 45, Karnik Nagar, Bhind-019564",MEDIUM
d5065ac4-03db-43c6-b4df-e6ccc52ced27,Family of two stranded on rooftop.,FLOOD,2,False,False,"H.No. 39, Peri, Ichalkaranji 198526",MEDIUM
17d0e89b-5368-464a-9305-bdd85e7c061d,Person injured after falling during flooding. Requires immediate medical attention.,MEDICAL,1,False,True,"H.No. 93, Balan Zila, Sambhal-171541",HIGH
087f63ac-7562-4e28-8cdc-fd677585ef8b,Fire broke out due to short circuit in the flooded basement.,FIRE,0,False,False,"52, Jayaraman, Raurkela Industrial Township-832755",MEDIUM
c33e1731-7c55-4239-9785-b52e238ab107,Person injured after falling during flooding. Requires immediate medical attention.,MEDICAL,1,False,True,"21, Ram, Moradabad-249745",HIGH
67231ef2-0a08-456b-86d4-e422e751abdd,Road is completely submerged and vehicle cannot move.,INFRASTRUCTURE,0,False,False,"266, Sastry Path, Baranagar-116318",MEDIUM
a93da1a5-cdf2-448c-9bd9-5a3d2fb96c73,Family of five stranded on rooftop.,FLOOD,5,False,False,"504, Pant Nagar, Anantapur 340317",HIGH
edc5f2f9-bb4e-4d84-b5a8-02f821af1246,Fire broke out due to short circuit in the flooded basement.,FIRE,0,False,False,"78, Saraf Ganj, Naihati 339737",MEDIUM
ed8860bc-29a1-4eb2-8ed2-7b2ac77b3299,Elderly patient trapped without access to regular medication.,MEDICAL,0,True,True,"75, Badami, Hapur-519988",HIGH
79d16f2c-cb0f-44f0-888d-53be66f8105b,Water has entered the ground floor. one children are trapped.,FLOOD,1,True,False,"84, Borra Circle, Pondicherry-385620",HIGH
c1d9ce97-6f24-4c4a-9145-9af1f1cf5543,Water has entered the ground floor. five children are trapped.,FLOOD,5,True,False,"11/40, Kata Street, Madhyamgram 952613",HIGH
c15366e4-9f24-4d62-ab39-93648b36d9aa,Family of four stranded on rooftop.,FLOOD,4,False,False,"886, Mukherjee Zila, Danapur 723974",HIGH
d1d31181-cef5-4b1f-a162-7bddfb1bdbf5,Fire broke out due to short circuit in the flooded basement.,FIRE,0,False,False,"H.No. 11, Krishnamurthy Street, Surat-464360",MEDIUM
4484c927-5bee-4b6f-93a0-9ed79c29a4f5,Water has entered the ground floor. three children are trapped.,FLOOD,3,True,False,"85, Wason Marg, Phusro 873891",HIGH
fb5bd2b8-a506-4dda-b104-9e26700ef18b,Family of three stranded on rooftop.,FLOOD,3,False,False,"28/42, Sengupta Road, Hindupur-007502",HIGH
9c68a514-e108-44c9-9040-858f08205ee4,Water has entered the ground floor. five children are trapped.,FLOOD,5,True,False,"H.No. 405, Narayan Road, Tadepalligudem-590409",HIGH
3e42d878-a195-4ae0-96a7-019ce431a9d5,Family of two stranded on rooftop.,FLOOD,2,False,False,"31, Mukhopadhyay Path, Ajmer-018112",MEDIUM
7a1a5b30-be8e-48a5-bb54-33f56ef7f26e,Family of one stranded on rooftop.,FLOOD,1,False,False,"49, Bala Ganj, Raichur-541202",MEDIUM
c3db0e9f-a882-40bc-b6a8-2a9f8f55c9a7,Elderly patient trapped without access to regular medication.,MEDICAL,0,True,True,"665, Varty Nagar, Vijayanagaram-840660",HIGH
ce8e9b54-39f3-42a0-91c4-fc7d3b66ae4e,Family of one stranded on rooftop.,FLOOD,1,False,False,"35/48, Jain Zila, Medininagar-062622",MEDIUM
8af14d26-f024-4b17-97ec-3b04a0183159,Water has entered the ground floor. five children are trapped.,FLOOD,5,True,False,"H.No. 72, Upadhyay Chowk, Faridabad-259868",HIGH
9c648af9-0e93-459b-b208-0ac05e439ed1,4 people trapped inside a flooded house. One person is pregnant.,FLOOD,4,True,False,"57, Bumb Circle, Faridabad-707697",HIGH
74d05ee6-3061-48e7-b99e-35eb034c3c5d,Fire broke out due to short circuit in the flooded basement.,FIRE,0,False,False,"71, Sarma Street, Dibrugarh 313961",MEDIUM
53c7138a-b217-409f-a560-d7e26652bd7a,Fire broke out due to short circuit in the flooded basement.,FIRE,0,False,False,"H.No. 50, Salvi Marg, Srikakulam-037521",MEDIUM
ee6fe90e-6f8e-4f66-8cf7-a969aeb2981b,5 people trapped inside a flooded house. One person is disabled.,FLOOD,5,True,False,"991, Venkataraman Ganj, Ambarnath-802320",HIGH
f7fa9893-33d1-4277-9595-e6f9771ece2a,Elderly patient trapped without access to regular medication.,MEDICAL,0,True,True,"H.No. 778, Bhatt Zila, Hajipur 005495",HIGH
f8d7f1ba-ecaf-42ea-a6fa-85e29317d2bd,Elderly patient trapped without access to regular medication.,MEDICAL,0,True,True,"07/666, Panchal Path, Mehsana-360423",HIGH
95efada9-b3c7-422d-8e0a-6ece9190442d,Fire broke out due to short circuit in the flooded basement.,FIRE,0,False,False,"98, Radhakrishnan Marg, Davanagere-216317",MEDIUM
a8300100-6dd0-4550-805e-bd696262913d,Person injured after falling during flooding. Requires immediate medical attention.,MEDICAL,1,False,True,"85/74, Chandran Zila, Secunderabad-972037",HIGH
f2e1b7b2-2b90-4c8e-9e8a-382cfe2c0bf8,Road is completely submerged and vehicle cannot move.,INFRASTRUCTURE,0,False,False,"187, Dhillon Ganj, Ambala-862652",MEDIUM
74b92eaf-46d5-427e-815a-e714228ab584,Water has entered the ground floor. one children are trapped.,FLOOD,1,True,False,"H.No. 870, Taneja Street, Nandyal-622577",HIGH
3f71562a-1360-49a3-89e8-fe9451b7e127,Elderly patient trapped without access to regular medication.,MEDICAL,0,True,True,"98/09, Ravi Path, Kolkata 311962",HIGH
55323e94-6224-4136-a1db-2ffe6c4034bd,Fire broke out due to short circuit in the flooded basement.,FIRE,0,False,False,"06/27, Vig Marg, Sikar 182225",MEDIUM
94966392-4a80-49d0-a782-057b2b4f1b08,Family of two stranded on rooftop.,FLOOD,2,False,False,"H.No. 110, Wason Ganj, Guwahati 337474",MEDIUM
b51b59e9-891b-4962-89f2-dae66ded1658,Elderly patient trapped without access to regular medication.,MEDICAL,0,True,True,"092, Gara Path, Srikakulam-341476",HIGH
47666d95-66e7-4e30-974e-aa117915c8c6,Water has entered the ground floor. five children are trapped.,FLOOD,5,True,False,"086, Sant Circle, Karaikudi 930158",HIGH
828b9445-0bd9-48ae-ae6b-6f16c39e1563,Person injured after falling during flooding. Requires immediate medical attention.,MEDICAL,1,False,True,"H.No. 23, Sami Ganj, Secunderabad 126974",HIGH
e39a356a-b280-43d5-8b59-f4fc46923d7f,Fire broke out due to short circuit in the flooded basement.,FIRE,0,False,False,"H.No. 75, Agarwal Road, Dehradun 275381",MEDIUM
56b9398b-673a-4c31-8f60-15b99afb2c8f,Road is completely submerged and vehicle cannot move.,INFRASTRUCTURE,0,False,False,"H.No. 805, Kanda Ganj, Udaipur-578551",MEDIUM
3da4dbcc-809a-4845-a1f0-98ec413e4bb7,Water has entered the ground floor. four children are trapped.,FLOOD,4,True,False,"H.No. 94, Patla Chowk, Berhampore-200047",HIGH
8fd55e3e-9ffd-4ce2-ae76-2ddcfaed1f26,Person injured after falling during flooding. Requires immediate medical attention.,MEDICAL,1,False,True,"09, Patel Path, Rampur-766713",HIGH
abfb09bc-7cad-4498-bcfe-8e1aa68682d2,Person injured after falling during flooding. Requires immediate medical attention.,MEDICAL,1,False,True,"H.No. 678, Pradhan Ganj, Chandrapur 058021",HIGH
2314c899-779d-447f-8aa8-df570c5b5f4d,Water has entered the ground floor. three children are trapped.,FLOOD,3,True,False,"H.No. 99, Chahal Ganj, Khandwa-466879",HIGH
bee19572-9661-42a3-8c43-105c17e31ded,Water has entered the ground floor. three children are trapped.,FLOOD,3,True,False,"79/82, Sen Road, Bijapur-586749",HIGH
a4fe271a-3d57-4d33-af33-2ace9d7edfdc,Elderly patient trapped without access to regular medication.,MEDICAL,0,True,True,"56, Borra Nagar, Berhampur-234706",HIGH
6057a29e-fe05-4aff-a34a-f1b30fd80490,Fire broke out due to short circuit in the flooded basement.,FIRE,0,False,False,"09/459, Kakar, Siliguri-682231",MEDIUM
95c8cbf8-85bf-43e9-8c29-fb0dae841ff9,Elderly patient trapped without access to regular medication.,MEDICAL,0,True,True,"H.No. 738, Lanka Street, Kirari Suleman Nagar-548717",HIGH
d9aadefc-a48d-4c10-8967-3e3bf98e0cf0,Water has entered the ground floor. three children are trapped.,FLOOD,3,True,False,"40, Choudhury, Secunderabad-300778",HIGH
1303b3a1-8564-4426-be88-9941fb7dcb82,Water has entered the ground floor. two children are trapped.,FLOOD,2,True,False,"72/006, Kade Circle, Darbhanga-172316",HIGH
358de104-2975-464b-b647-a3ccbc4083a4,Road is completely submerged and vehicle cannot move.,INFRASTRUCTURE,0,False,False,"34/981, Chander Nagar, Navi Mumbai 070889",MEDIUM
ba1cc684-e593-4907-bd5c-0be9d422ea14,Road is completely submerged and vehicle cannot move.,INFRASTRUCTURE,0,False,False,"H.No. 381, Palla Nagar, Orai 717470",MEDIUM
7ccbd577-c569-448f-9a08-59a844367bff,5 people trapped inside a flooded house. One person is disabled.,FLOOD,5,True,False,"23/355, Rastogi Nagar, Kota 880844",HIGH
36cde95b-a571-4082-ae50-71b9c8081809,2 people trapped inside a flooded house. One person is pregnant.,FLOOD,2,True,False,"H.No. 818, Ramanathan Ganj, Nellore-884800",HIGH
9428db90-f19e-4085-9b1a-4fb64683f3d8,Elderly patient trapped without access to regular medication.,MEDICAL,0,True,True,"96, Dash Path, Pune-920138",HIGH
7bf7d4b4-4257-4913-ad11-cc961046e67d,Person injured after falling during flooding. Requires immediate medical attention.,MEDICAL,1,False,True,"H.No. 084, Dewan Road, Pali-188452",HIGH
dc81dd13-8c8d-411e-a5a4-8f8ce814fafe,Fire broke out due to short circuit in the flooded basement.,FIRE,0,False,False,"18, Sood Marg, Rohtak 381656",MEDIUM
9f09bd21-1d58-4022-96d4-5c02a71cc967,Elderly patient trapped without access to regular medication.,MEDICAL,0,True,True,"34/66, Chaudhry Circle, Bikaner 983329",HIGH
5d1d7526-94de-4c54-8d08-f8f4a474dbe2,Road is completely submerged and vehicle cannot move.,INFRASTRUCTURE,0,False,False,"59, Arora Circle, Rajkot-533198",MEDIUM
9242223b-3187-428f-a312-8afaedd6b0e8,Person injured after falling during flooding. Requires immediate medical attention.,MEDICAL,1,False,True,"90/707, Yadav Road, Shahjahanpur 759929",HIGH
0afb51ae-8380-4636-9d32-4670f7579e4c,Road is completely submerged and vehicle cannot move.,INFRASTRUCTURE,0,False,False,"06, Dara Circle, Berhampore 541292",MEDIUM
5a333fbd-8fa6-46dd-af75-2e8534a816d9,4 people trapped inside a flooded house. One person is pregnant.,FLOOD,4,True,False,"H.No. 27, Sibal Circle, Junagadh 103813",HIGH
0d0d8aea-0a4a-44c6-b9bf-84171788ee35,Person injured after falling during flooding. Requires immediate medical attention.,MEDICAL,1,False,True,"94, Goda Circle, Katihar-013007",HIGH
249ec41b-aa74-4bba-99ed-da72a6617e38,Fire broke out due to short circuit in the flooded basement.,FIRE,0,False,False,"43/26, Ramaswamy Zila, South Dumdum-841349",MEDIUM
5e8cd728-19db-4e54-823e-1ff3b9280948,Person injured after falling during flooding. Requires immediate medical attention.,MEDICAL,1,False,True,"40/18, Bahri Street, Jamalpur-244167",HIGH
61077257-3168-405f-90a0-a4b63d5285ca,Elderly patient trapped without access to regular medication.,MEDICAL,0,True,True,"67/98, Jaggi Path, Khora  455842",HIGH
aecd3e81-281a-41e4-97fb-29b0da268df2,2 people trapped inside a flooded house. One person is disabled.,FLOOD,2,True,False,"43/77, Krishnan Zila, Ahmednagar 708123",HIGH
1956c953-7682-471a-aab3-a9a50e776ea0,Road is completely submerged and vehicle cannot move.,INFRASTRUCTURE,0,False,False,"39/79, Arya Ganj, New Delhi 728642",MEDIUM
662f9446-1fdb-47d6-83e8-a694736e389f,Family of five stranded on rooftop.,FLOOD,5,False,False,"322, Datta Road, Sambhal-760363",HIGH
ebf5b7d5-6554-4df7-b6b8-3b942084fa61,Water has entered the ground floor. five children are trapped.,FLOOD,5,True,False,"37/280, Raghavan Ganj, Jalandhar 776668",HIGH
7e89f580-6401-4c41-b8b0-23a5c1f78669,Elderly patient trapped without access to regular medication.,MEDICAL,0,True,True,"31/76, Kanda Chowk, Guntakal 754603",HIGH
aaeef6d4-6f32-485d-80b1-3a9b47f0af99,Fire broke out due to short circuit in the flooded basement.,FIRE,0,False,False,"H.No. 39, Sekhon Path, Jaipur-140093",MEDIUM
7c97a53c-63f5-463f-a0d8-89133e90ecb6,Fire broke out due to short circuit in the flooded basement.,FIRE,0,False,False,"83/08, Nori Road, Chennai-093254",MEDIUM
0ef2a317-bc1b-46ec-a850-ff6c2e9d0ac3,Fire broke out due to short circuit in the flooded basement.,FIRE,0,False,False,"934, Cheema Zila, Tiruppur 622854",MEDIUM
981cb975-ae49-4b15-88cb-78d2d342e581,Fire broke out due to short circuit in the flooded basement.,FIRE,0,False,False,"H.No. 179, Goyal, Durg 052757",MEDIUM
7b4b6efc-fd26-4ee4-9c0d-0b8b14a5a5f6,Family of one stranded on rooftop.,FLOOD,1,False,False,"35, Barman Path, Mysore-820841",MEDIUM
51f084be-2a86-4e94-8763-b3fc96e26e3e,Person injured after falling during flooding. Requires immediate medical attention.,MEDICAL,1,False,True,"32, Raman Ganj, Ahmednagar 318480",HIGH
11d3d596-fde2-44c8-b62b-ecd2c5f5814c,Person injured after falling during flooding. Requires immediate medical attention.,MEDICAL,1,False,True,"31, Sahni Chowk, Adoni 447229",HIGH
b95999ed-2c0d-4c79-b902-feb0b6a04b81,Person injured after falling during flooding. Requires immediate medical attention.,MEDICAL,1,False,True,"H.No. 15, Chahal Nagar, Medininagar-308675",HIGH
2ea6da41-fa9d-4fd6-af6d-53522eec7c7c,5 people trapped inside a flooded house. One person is disabled.,FLOOD,5,True,False,"37/090, Wali Ganj, Parbhani 549607",HIGH
e1c6eb45-c03e-42f9-bea8-9b17b408fb4e,Family of three stranded on rooftop.,FLOOD,3,False,False,"H.No. 79, Jha Road, Guna-991480",HIGH
a5591d23-d436-49a5-802a-b4fa417b0ab9,Road is completely submerged and vehicle cannot move.,INFRASTRUCTURE,0,False,False,"13, Bora Path, Berhampur 212035",MEDIUM
96ac0033-ee6b-481c-80aa-cb78bb7be3eb,Road is completely submerged and vehicle cannot move.,INFRASTRUCTURE,0,False,False,"75, Chandra Chowk, Kozhikode 887789",MEDIUM
8bbfe6e3-5fbc-4418-bf58-c8acf3f551fa,Water has entered the ground floor. one children are trapped.,FLOOD,1,True,False,"75/229, Loyal, Dindigul-388054",HIGH
42db191f-b774-4cda-9eba-9cf8a916c0db,Elderly patient trapped without access to regular medication.,MEDICAL,0,True,True,"948, Shukla Zila, Unnao-528296",HIGH
b499b772-382a-4659-af95-f516e53938b7,Road is completely submerged and vehicle cannot move.,INFRASTRUCTURE,0,False,False,"43/813, Arya, Gwalior-711182",MEDIUM
812910f8-1b0d-4605-9f46-3220b203af21,Road is completely submerged and vehicle cannot move.,INFRASTRUCTURE,0,False,False,"129, Patla Nagar, Sambalpur-879373",MEDIUM
a1a4b414-725f-4682-aead-ca3286cafb3a,Elderly patient trapped without access to regular medication.,MEDICAL,0,True,True,"45/12, Suri Circle, Thiruvananthapuram 371135",HIGH
e9c3daf6-9ab5-47e0-98f3-8184fe3a489a,Family of five stranded on rooftop.,FLOOD,5,False,False,"67/34, Pradhan Path, Aurangabad-399002",HIGH
9fa810a1-74e1-47fe-bb9b-5649182da049,Elderly patient trapped without access to regular medication.,MEDICAL,0,True,True,"43, Saha Nagar, Patna 649449",HIGH
45e9e86d-2c47-4f11-8470-c8c740adad48,Family of two stranded on rooftop.,FLOOD,2,False,False,"40, Kari Street, Madurai 785840",MEDIUM
69c8fd9b-3ad6-456d-9b42-0959a7f15744,Family of two stranded on rooftop.,FLOOD,2,False,False,"H.No. 50, Mohan Road, Moradabad 589331",MEDIUM
f39fd8e6-7133-470e-8cd2-3a05454282a1,Family of four stranded on rooftop.,FLOOD,4,False,False,"H.No. 29, Kala Street, Katni-059528",HIGH
70c7a30d-aee6-473a-894c-62c70b065d3a,4 people trapped inside a flooded house. One person is infant.,FLOOD,4,True,False,"436, Panchal Street, Bokaro 094962",HIGH
60f197fb-be75-4e8e-af3b-2732f3340732,Fire broke out due to short circuit in the flooded basement.,FIRE,0,False,False,"355, Loyal Ganj, Meerut 127961",MEDIUM
46664d82-ab1f-491f-a472-0d17de7fec97,Elderly patient trapped without access to regular medication.,MEDICAL,0,True,True,"41/319, Yogi, Etawah 751529",HIGH
b313aebb-9551-48ba-a400-c8fb54a1d2b1,Elderly patient trapped without access to regular medication.,MEDICAL,0,True,True,"52/03, Wable Chowk, Pali-928979",HIGH
99453138-397f-4cfd-b463-45b3175d1f14,Water has entered the ground floor. four children are trapped.,FLOOD,4,True,False,"16/494, Jayaraman Zila, Amritsar 476993",HIGH
aec13f3f-8319-4ae2-816d-e6b2a6a5379b,Road is completely submerged and vehicle cannot move.,INFRASTRUCTURE,0,False,False,"53, Chandra Street, Lucknow 914814",MEDIUM
4dca8e19-3d42-4e31-85f0-e00e0b03c7a1,Elderly patient trapped without access to regular medication.,MEDICAL,0,True,True,"64, Tandon Ganj, Begusarai 184654",HIGH
e1f74e7a-055a-4df7-8355-35a88506fa53,Elderly patient trapped without access to regular medication.,MEDICAL,0,True,True,"671, Bora Chowk, Ghaziabad-543736",HIGH
39794f51-03e6-4fde-97ad-81b505f8be13,Person injured after falling during flooding. Requires immediate medical attention.,MEDICAL,1,False,True,"54/45, Lal Chowk, Ahmednagar-017253",HIGH
ec0580cc-51d3-45d4-a243-a49c34a1a892,Fire broke out due to short circuit in the flooded basement.,FIRE,0,False,False,"46, Raghavan Road, Proddatur-286432",MEDIUM
2f4ebcdd-71ca-422c-830f-4080bcd2de59,Elderly patient trapped without access to regular medication.,MEDICAL,0,True,True,"14, Buch Chowk, Kanpur 123700",HIGH
39efc728-5807-4a82-905b-1f9498bf8c4b,Water has entered the ground floor. five children are trapped.,FLOOD,5,True,False,"85/290, Naik Nagar, Korba 788686",HIGH
82f6c9e9-f33b-48f0-9f48-d633972389e8,Road is completely submerged and vehicle cannot move.,INFRASTRUCTURE,0,False,False,"06/508, Narayanan Ganj, Alappuzha 904970",MEDIUM
492a2b07-af45-4374-8e88-53c1d26a1dc2,Road is completely submerged and vehicle cannot move.,INFRASTRUCTURE,0,False,False,"H.No. 081, Swaminathan Street, Sirsa 436141",MEDIUM
b02c700c-9f58-4d58-a8fb-86ccafe9662a,Elderly patient trapped without access to regular medication.,MEDICAL,0,True,True,"H.No. 459, Sarraf Road, Berhampur 926194",HIGH
020d477c-23fd-4359-a02c-459392359107,Elderly patient trapped without access to regular medication.,MEDICAL,0,True,True,"18/49, Kala Chowk, Bally-217195",HIGH
ca229cf4-133c-4713-8c81-2c4df426b9d8,Family of five stranded on rooftop.,FLOOD,5,False,False,"H.No. 92, Chada Marg, Baranagar-896491",HIGH
a2968f3f-69f7-4c0e-ace5-fff6c43e2173,4 people trapped inside a flooded house. One person is infant.,FLOOD,4,True,False,"H.No. 72, Sani Zila, Pali-522853",HIGH
f63f2d5e-cb06-47f4-aac6-21db94816627,Elderly patient trapped without access to regular medication.,MEDICAL,0,True,True,"79/52, Kadakia Ganj, Nellore-301172",HIGH
977e36e8-0d2e-4abf-b6cc-e2754431e584,Fire broke out due to short circuit in the flooded basement.,FIRE,0,False,False,"H.No. 871, Sanghvi Zila, Dehri-224208",MEDIUM
a1b03b79-7828-4d75-8717-8fa6ebe32b32,Road is completely submerged and vehicle cannot move.,INFRASTRUCTURE,0,False,False,"57/14, Banik Marg, Kamarhati-265880",MEDIUM
da7e5c94-75b4-43f1-8f40-632ebcd8adcc,2 people trapped inside a flooded house. One person is disabled.,FLOOD,2,True,False,"23/365, Chhabra Ganj, Coimbatore-424214",HIGH
08f90b39-7d16-4727-bf23-546c5f94c772,Person injured after falling during flooding. Requires immediate medical attention.,MEDICAL,1,False,True,"17/145, Loke Path, Shimoga-948707",HIGH
d1ef040a-3bae-40dc-912e-96636c5269f4,Elderly patient trapped without access to regular medication.,MEDICAL,0,True,True,"44/78, Gara Marg, Bokaro 627372",HIGH
2867f004-5848-473f-be2c-e9ddf8492ab6,Water has entered the ground floor. five children are trapped.,FLOOD,5,True,False,"75, More Road, Thiruvananthapuram 194454",HIGH
7a2c5d1d-6223-4803-bdc2-1a69e69578f0,Family of five stranded on rooftop.,FLOOD,5,False,False,"H.No. 890, Kota Street, Salem 376199",HIGH
8b9667f3-04b0-4760-a88d-2b88207cc7d8,3 people trapped inside a flooded house. One person is pregnant.,FLOOD,3,True,False,"15, Bath Ganj, Dehradun 963741",HIGH
973057af-e202-41c3-b3ae-c97723dc2609,Water has entered the ground floor. one children are trapped.,FLOOD,1,True,False,"H.No. 237, Patil Road, Junagadh 279535",HIGH
f900af1c-9898-448f-a452-b6e74d2f4d7d,Road is completely submerged and vehicle cannot move.,INFRASTRUCTURE,0,False,False,"02/43, Sibal, Faridabad 078954",MEDIUM
11dfb367-4cae-45f8-ae66-a7ca48def1c9,Family of two stranded on rooftop.,FLOOD,2,False,False,"47/76, Walia Road, Bhagalpur 288142",MEDIUM
1a3bcb21-3918-4a49-b06a-d0bfd7590409,Road is completely submerged and vehicle cannot move.,INFRASTRUCTURE,0,False,False,"40/12, Shroff Zila, Thanjavur 629414",MEDIUM
d895cd36-d36a-4df5-985a-1040c8d5c691,Elderly patient trapped without access to regular medication.,MEDICAL,0,True,True,"63/73, Guha Circle, Coimbatore-849811",HIGH
c19328e3-9140-4901-a1d0-2256bb99a015,Fire broke out due to short circuit in the flooded basement.,FIRE,0,False,False,"H.No. 623, Tailor Chowk, Jodhpur-832738",MEDIUM
8d76f089-3eb2-4636-a717-f97648f23a55,2 people trapped inside a flooded house. One person is infant.,FLOOD,2,True,False,"593, Merchant Zila, Hospet-325831",HIGH
0a55031e-bf3a-46aa-aff5-3b303cd75b74,Family of five stranded on rooftop.,FLOOD,5,False,False,"H.No. 304, Lad, Ludhiana 892804",HIGH
3bee1c3c-ae4a-4a46-8dd6-2a3ea10e9cf7,Road is completely submerged and vehicle cannot move.,INFRASTRUCTURE,0,False,False,"67, Dubey Nagar, Suryapet 489013",MEDIUM
2895d06e-4427-4806-a5dd-f7781401f6ac,Road is completely submerged and vehicle cannot move.,INFRASTRUCTURE,0,False,False,"26/638, Borah, Phusro 868753",MEDIUM
da1efeaa-4fe3-44a3-b5f2-fd025ab4eb37,3 people trapped inside a flooded house. One person is disabled.,FLOOD,3,True,False,"H.No. 74, Deep Street, Malegaon 552784",HIGH
6437c566-76ab-4906-802f-8828cd28fe6d,Elderly patient trapped without access to regular medication.,MEDICAL,0,True,True,"98/28, Bawa Street, Faridabad-834987",HIGH
0ca8ecc4-b94c-49ac-a8bd-512d4d4faa1c,Family of two stranded on rooftop.,FLOOD,2,False,False,"76, Rao Marg, Indore 770915",MEDIUM
f204d1ec-d04a-47dc-bb2f-31d90946fe63,Family of four stranded on rooftop.,FLOOD,4,False,False,"04, Bhagat Marg, Muzaffarpur 248155",HIGH
fb5d1996-b3ea-4a0c-9cc5-ea29ac3a7c09,Person injured after falling during flooding. Requires immediate medical attention.,MEDICAL,1,False,True,"H.No. 03, Madan Ganj, Alwar 932799",HIGH
be56eae3-3b6c-4edf-b5ce-b0881b4cf4cd,4 people trapped inside a flooded house. One person is disabled.,FLOOD,4,True,False,"16/515, Sinha Chowk, Bangalore-341957",HIGH
626c3acd-ad56-453d-91d5-a90a82b2f512,1 people trapped inside a flooded house. One person is infant.,FLOOD,1,True,False,"04/90, Sathe Street, Loni-675930",HIGH
e19616c3-d47e-4464-831c-ad98a80a4ffc,3 people trapped inside a flooded house. One person is disabled.,FLOOD,3,True,False,"780, Natt, Muzaffarnagar-200385",HIGH
fbe822c7-1d04-4137-8ad7-095c93d022be,Family of two stranded on rooftop.,FLOOD,2,False,False,"H.No. 56, Master Nagar, Phagwara 697779",MEDIUM
686da7a9-f68d-45b0-9604-506881fe2d6b,Fire broke out due to short circuit in the flooded basement.,FIRE,0,False,False,"42, Modi Marg, Kirari Suleman Nagar 701955",MEDIUM
